Name,Surname,Function,Company,Vehicle,Weight,Height,Postal_code
Mariana,Rocha,Military officer,Infinite Wealth Planners,1995 Beijing BJ 2020,104.6,158,
Luan,Pinto,Milling and planing machine operator,L.L. Berger,2011 Dacia Sandero,74.5,168,30.570-010
Caua,Carvalho,Milling and planing machine operator,Miller & Rhoads,2010 Proton Arena,100.5,171,
Kauan,Dias,Milling and planing machine setter,Thrift Auto Parts,2008 Alfa Romeo 166,97.9,178,
Rebeca,Goncalves,Millwright,Life Plan Counselling,2008 Nissan Patrol,102.5,174,
Bianca,Rodrigues,Mine cutting and channeling machine operator,MVP Sports,2010 Acura MDX,71.2,169,31.255-070
Emilly,Rodrigues,Mine cutting and channeling machine operator,Oranges Records & Tapes,2012 Tata Indica,67.7,165,
Samuel,Dias,Mine cutting and channeling machine operator,Powerbod,2003 Honda Element,65,185,
Bianca,Azevedo,Mine examiner,Adaptaz,1999 Pontiac Montana,85.5,173,
Breno,Correia,Mine examiner,Family Toy,2008 Mercedes-Benz A,113,172,
Giovanna,Rodrigues,Mine safety engineer,Funtown toys,2003 MG TF,82,152,
Jalia,Alves,Mineralogist,Courtesy Hardware Store,2003 MG ZT-T,96.4,157,
Nicolash,Cardoso,Mineralogist,Good Times,2001 Mercedes-Benz CLK GTR,83.4,171,
Emily,Cavalcanti,Mobile heavy equipment mechanic,Creative Wealth,1999 Chevrolet Prizm,102.4,162,
Vinicius,Rodrigues,Mobile heavy equipment mechanic,Irving's Sporting Goods,2009 Hyundai Getz,63.3,178,
Luan,Melo,Mold and model maker,Cut Rite Lawn Care,2006 Chrysler Pacifica,94.5,180,
Caua,Goncalves,Mold and model maker,Destiny Realty Solutions,1998 Peugeot 205,67.1,178,
Marina,Melo,"Molding, coremaking, and casting machine operator",Tape World,1996 Mitsubishi FTO,54,163,
Eduarda,Castro,"Molding, coremaking, and casting machine setter",Choices,2010 Jeep Liberty,66.3,157,
Rafael,Melo,"Molding, coremaking, and casting machine setter",Cut Rite Lawn Care,2014 Porsche Panamera,65.3,181,
Livia,Pereira,"Molding, coremaking, and casting machine tender",Megatronic,2001 Honda Insight,77.6,165,93.332-220
Gabriela,Almeida,Mortgage banker,A+ Investments,2008 Holden Commodore,69.4,155,
Tania,Barbosa,Mortgage loan officer,Colonial Stores,2005 Chevrolet Uplander,102.9,165,
Alex,Ferreira,Mortgage loan officer,Geri's Hamburgers,2007 Hyundai Elantra,97.2,173,
Lavinia,Melo,Mortgage loan officer,Gottschalks,2007 Dodge Charger RT Concept,61.2,171,
Anna,Cavalcanti,Mortician,Hudson's MensWear,2000 Chrysler ESX 3,57.1,164,
Eduarda,Oliveira,Motel desk clerk,Good Times,2006 Fiat Punto,65,156,
Beatrice,Almeida,Motion picture camera operator,Planet Pizza,2004 Acura CL,80.5,159,
Sarah,Pinto,Motor coach driver,Pro-Care Garden Maintenance,2009 Daewoo Tocsa,52.5,163,
Eduardo,Costa,Motorboat mechanic,Accord Investments,2001 Cadillac XLR,87.5,180,
Matheus,Lima,Motorboat mechanic,Hill-Behan,2007 Chrysler Crossfire,103.8,180,
Emily,Pereira,Motorboat operator,Waccamaw's Homeplace,2009 Nissan Note,56,153,
Luis,Barbosa,Motorcycle mechanic,Murray's Discount Auto Stores,1996 Mercedes-Benz V,98.6,182,
Gabriela,Oliveira,Motorcycle mechanic,Paul Harris,2014 Ford E-Series Wagon,87.2,171,
Rafael,Oliveira,Motorcycle mechanic,Waccamaw's Homeplace,2008 Suzuki Alto,96,181,
Leila,Sousa,Multimedia artist,A Plus Lawn Care,2004 Porsche Boxster,70.7,172,
Caio,Martins,Multiple machine tool operator,Eagle Hardware & Garden,2007 Hyundai XG 350,80.2,184,
Vinicius,Carvalho,Multiple machine tool tender,Block Distributors,2005 Ferrari Enzo,99.7,170,
Rebeca,Correia,Municipal court judge,Prahject Planner,2009 Ford Galaxy,69.3,155,
Matilde,Cardoso,Municipal court judge,Tower Records,2000 Jeep Wrangler,53.5,163,
Martim,Cardoso,Municipal court judge,Yesterday's Records,2000 Ford Mustang,101.8,171,
Kaua,Pinto,Museum director,Zantigo,2011 Mercedes-Benz G,87.6,188,
Emily,Alves,Music arranger,Fisher Foods,2001 Volkswagen Microbus,97.8,158,
Davi,Santos,Music arranger,Frank and Seder,2007 Citroen C2,92.3,171,
Leonardo,Melo,Music arranger,Giant,1998 Mercedes-Benz SLK,71.7,186,
Alex,Alves,Music arranger,Gold Medal,2010 Chrysler Town & Country,64.1,182,
Nicolash,Costa,Music arranger,Weatherill's,2005 Proton 400,79.2,171,
Nicolas,Barros,Music arranger,Western Auto,2003 Saab 9-5,73.4,174,
Julian,Rocha,Music conductor,Metro,2000 Toyota Celica,79,166,
Anna,Oliveira,Music conductor,PriceRite Warehouse Club,2003 Eagle Talon,88.4,167,
Igor,Martins,Music director,Kenny Rogers Roasters,1996 Ferrari F355,81.9,184,
Yasmin,Fernandes,Music director,Pergament Home Centers,1999 Holden Astra,77.7,160,
Eduardo,Barros,Music instructor,Carl Durfees,1996 Jaguar XK8,58.9,184,
Tomas,Silva,Music instructor,Kiddie City,2008 Chevrolet Vivant,90.1,170,
Maria,Correia,Music instructor,Lee Wards,1996 Land Rover Range Rover,100.5,157,
Joao,Gomes,Musical instrument repairer,Chase Pitkin,2005 Hyundai Tucson,71.3,168,03.386-160
Maria,Carvalho,Musical instrument repairer,"Deco Refreshments, Inc.",1998 Proton Satria,102.2,162,
Lavinia,Gomes,Musical instrument repairer,Our Own Hardware,1995 Ford Thunderbird,60.2,159,
Matilde,Barbosa,Musical instrument repairer,Red Baron Electronics,2009 Chevrolet Silverado,64.2,163,
Yasmin,Silva,Musical instrument tuner,Paul's Food Mart,2004 Mitsubishi Lancer,89.2,174,
Felipe,Ferreira,Musician,Superior Appraisals,2011 Infiniti M,98.7,162,
Rafael,Correia,Nail care technician,Total Sources,1992 Skoda Rapid R,65.1,174,
Ryan,Cunha,National account executive,I. Magnin,2002 Vauxhall Frontera,62.6,181,
Leila,Martins,Navy,Baltimore Markets,1996 Nissan Skyline,85.2,155,31.870-180
Nicolash,Cavalcanti,Navy,Builderama,2001 Chrysler Viper,97.8,182,
Igor,Pinto,Neonatal nurse,Thompson,1998 Peugeot 306,96.9,166,
Luiza,Carvalho,Nephrology nurse,Lindsley's Lumber,1992 Peugeot 106,58.2,152,
Rebeca,Pereira,Network administrator,Home Centers,2001 Mitsubishi Shogun Pinin,50.6,164,
Leonor,Sousa,Network administrator,Market Basket,2002 Lexus GX,71.7,170,
Caio,Correia,Network architect,Dave Cooks,2004 Mercedes-Benz A,80.8,168,
Jalio,Lima,Neuropsychologist,JumboSports,2011 Chevrolet Silverado,85.3,166,
Anna,Cardoso,Neuroscience nurse,Sun Television and Appliances,2007 BMW 530,91.9,172,
Maria,Pinto,Neurosonographer,AM/PM Camp,2008 BMW 120,86.6,164,
Gustavo,Cunha,New accounts clerk,Wilson's Jewelers,2006 BMW M6,75.9,177,30.855-330
Estevan,Castro,News analyst,Lindsley's Lumber,1999 Italdesign Nazca,78.8,180,
Fabio,Barros,News analyst,Listen Up,2007 Volvo V70,71.6,171,
Caua,Goncalves,News photographer,Harold Powell,2008 Ford Explorer,92.3,175,
Erick,Barros,News photographer,Life's Gold,2003 Volkswagen Touareg,87,174,
Felipe,Cardoso,News photographer,Magik Grey,2009 Renault Scenic,60.6,166,
Erick,Cavalcanti,News reporter,Levitz Furniture,2008 Alfa Romeo 159,73.6,175,
Enzo,Ribeiro,News writer,Roadhouse Grill,2000 Oldsmobile Achieva,95.6,170,
Giovana,Araujo,News writer,The Pink Pig Tavern,2006 Mazda 3,90.9,159,
Gabrielly,Barros,Newsletter writer,Hughes & Hatcher,2011 Renault Trafic,59.9,174,
Rafael,Silva,Nuclear engineer,Cavages,1999 Chevrolet Express,90.8,173,
Renan,Pinto,Nuclear engineer,Silo,2002 Audi Avantissimo,73.6,164,
Luana,Barbosa,Nuclear medicine technologist,Golden Joy,2012 BMW 550,102.7,168,
Miguel,Rodrigues,Nuclear medicine technologist,Nutri G,1997 Nissan Trailrunner,93.9,182,
Samuel,Rocha,Nuclear power reactor operator,,2003 Dodge Dakota,82.4,167,
Raissa,Pereira,Nuclear technician,The Original House of Pies,1996 Mazda MX-5 Miata,85.9,158,
Gabriela,Sousa,Nurse administrator,Northern Reflections,1994 Hyundai Accent,82.9,161,
Antonio,Gomes,Nurse administrator,Xray Eye & Vision Clinics,2005 Land Rover Freelander,71.1,175,
Luana,Goncalves,Nurse aide,County Seat,1995 Mercury Villager,72.3,157,
Marcos,Rodrigues,Nurse aide,Greenwich IGA,1999 Kia Retona,69.3,168,
Eduarda,Lima,Nurse aide,Today's Man,2003 Volvo V50,79.1,162,
Eduardo,Costa,Nurse aide,Waves Music,2012 Subaru Forester,106.9,180,
Felipe,Carvalho,Nurse educator,Bonanza Produce Stores,2004 Buick Park Avenue,61.4,184,
Rafaela,Melo,Nurse educator,Dahlkemper's,2000 TVR Tuscan,76.6,164,
Felipe,Melo,Nurse informaticist,Bombay Company,1996 Ford Saetta,67.1,176,
Julia,Oliveira,Nurse informaticist,Pup 'N' Taco,2000 Holden Astra,56,166,
Giovana,Sousa,Nurse practitioner,Webcom Business Services,1997 Mercury Grand Marquis,54.4,165,
Rebeca,Gomes,Nurse specialist,Perisolution,2002 Buick Regal,74.9,170,
Mateus,Sousa,Nursing aide,Express Merchant Service,2001 Chrysler Viper,92.3,170,
Beatriz,Oliveira,Nursing assistant,Monk House Sales,1997 Toyota Celica,80.6,163,
Samuel,Souza,Nutrition director,Fellowship Investments,1998 ZAZ Wagon,103.3,177,
Carla,Azevedo,Nutrition director,Gov Mart,2011 Chrysler 300,86.8,168,
Marisa,Gomes,Nutrition director,Pantry Food Stores,2001 Citroen C,85.7,171,
Caua,Dias,Nutritionist,Handy Andy,2011 Audi S8,110.5,180,
Julieta,Sousa,Obstetric sonographer,Beatties,2007 Pontiac Grand Prix,63.2,167,
Mariana,Cardoso,Occupational analyst,Fretter,2011 Renault Symbol,55.2,171,
Victor,Costa,Occupational analyst,Joshua Doore,2001 Chevrolet Monte Carlo,107,175,
Jalia,Ribeiro,Occupational health and safety inspector,Briazz,2000 Mercedes-Benz V,76.1,170,
Julieta,Ribeiro,Occupational health and safety inspector,Pacific Stereo,2009 Mazda BT-50,55.5,156,
Luiza,Carvalho,Occupational health and safety inspector,Zephyr Investments,2011 Audi RS3,70.8,150,
Gabrielle,Cardoso,Occupational health and safety specialist,Champion Auto,2008 SsangYong Musso,101.3,156,
Kauan,Carvalho,Occupational health and safety specialist,Infinite Wealth,2007 Suzuki Wagon R+,90.5,188,
Luiz,Cavalcanti,Occupational health and safety specialist,Pup 'N' Taco,2005 SsangYong Rexton,77.6,176,
Mariana,Goncalves,Occupational health and safety technician,National Hardgoods Distributors,2003 Lincoln Blackwood,82.8,168,
Vitor,Cunha,Occupational health nurse,Cardinal Stores,2014 Bentley Flying Spur,98.3,171,
Jose,Castro,Occupational social worker,Gold Leaf Garden Management,2015 Honda Accord Hybrid,85.6,166,
Bruno,Rodrigues,Occupational social worker,Suadela Investment,2007 Alfa Romeo 8C Competizione,105.5,169,
Vitor,Correia,Occupational therapist,Cellophane Square,1998 Chevrolet Lumina,71.1,178,
Kai,Araujo,Occupational therapist aide,Sholl's Colonial Cafeteria,2001 Suzuki Vitara,85.3,181,
Agatha,Rocha,Occupational therapist assistant,Network Air,2012 BMW 128,103,167,
Eduarda,Almeida,Oceanographer,Solid Future,2001 BMW Z9 Gran Turismo Convertible,74.9,162,
Rebeca,Costa,Oceanographer,Twin Electronics,2000 Daewoo Magnus,88,156,
Rodrigo,Melo,Office and administrative support worker manager,Adaptabiz,2009 Renault Clio,78.6,178,
Aline,Castro,Office and administrative support worker manager,Red Bears Tavern,1995 Porsche 965,101.5,170,
Julieta,Gomes,Office and administrative support worker supervisor,Environ Architectural Design,2015 Toyota Camry,92.6,163,
Larissa,Rodrigues,Office and administrative support worker supervisor,Shabby Chic,1996 Rolls-Royce Silver Spirit,72.1,162,
Diego,Dias,Office assistant,Bonanza Produce Stores,1999 Mercedes-Benz GLK,78.3,187,
Caua,Martins,Office assistant,Omni Tech,2005 Honda Element,74.6,176,
Felipe,Alves,Office assistant,Specialty Restaurant Group,2006 Chevrolet Monte Carlo,72.5,162,
Nicolash,Cavalcanti,Office assistant,Virgin Megastores,1996 Mitsubishi Challenger,74.4,172,
Isabella,Carvalho,Office clerk,Buena Vista Realty Service,1998 Mazda MS-6,60.1,160,
Pedro,Dias,Office clerk,The Network Chef,1999 Isuzu VehiCross,64.7,182,
Vitor,Goncalves,Office helper,Sun Foods,2000 Hyundai Accent,75.6,176,
Carlos,Cavalcanti,Office machine operator,Audio Visions,2012 Renault Scenic,104.5,185,
Pedro,Souza,Office manager,Your Future Is Now,2015 Lexus RC F,87,181,
Vitor,Goncalves,Office support secretary,The Original House of Pies,2000 Mercedes-Benz SL,92.8,180,
Tania,Alves,Office support team leader,Giant,2010 Infiniti EX,58.7,170,
Clara,Cunha,Older worker specialist,Chandlers,2002 Lotec C 1000,74.3,151,
Yasmin,Rodrigues,Older worker specialist,King Carol,2007 Mercedes-Benz Vito,68.7,166,
Daniel,Melo,Oncology nurse,Fresh Start,2012 Land Rover Range Rover,66.2,181,
Kaua,Cavalcanti,Oncology nurse,Henry's,2009 Nissan Note,83,173,
Luis,Melo,Operating room technician,Williams Bros.,2011 Ferrari 458 Italia,63.8,166,
Anna,Barbosa,Operational meteorologist,Happy Family,2008 Ford F-350,62.3,167,31.575-240
Vinicius,Cardoso,Operational meteorologist,Newmark & Lewis,1998 Morgan Plus 4,57.7,184,
Raissa,Lima,Operations director,Gold Medal,2001 Chevrolet Camaro,61.5,158,
Carla,Oliveira,Operations research analyst,Beatties,2012 Ford Shelby GT500,77.3,161,
Anna,Sousa,Ophthalmic medical assistant,Mr. AG's,2015 Lincoln MKZ,101.9,155,
Aline,Martins,Ophthalmologist,Brooks Fashions,1998 BMW 740,51.3,158,
Matheus,Castro,Optical goods worker,Boys Markets,2008 Mitsubishi Lancer,69.5,170,
Guilherme,Martins,Optical goods worker,Monk House Maker,2002 Land Rover Range Rover,73.9,171,
Diogo,Martins,Optical goods worker,Stratagee,2007 Alfa Romeo Brera,109.3,178,
Tiago,Cunha,Optical goods worker,Xray Eye & Vision Clinics,1992 Proton Saloon,76.2,184,
Melissa,Cunha,Optical instrument assembler,Better Business Ideas and Services,2004 Honda Pilot,100.8,157,
Antonio,Melo,Optical instrument assembler,Enviro Architectural Designs,1998 Rover 400,112.9,174,
Vinicius,Correia,Optical mechanic,Ernst Home Centers,2001 Pontiac Montana,66.4,175,
Diego,Barros,Optometrist,Shoe Town,1992 Mahindra Armada,112.7,175,
Rafaela,Fernandes,Optometrist,Weatherill's,2009 Volkswagen Caravelle,93.2,173,
Carla,Souza,Optometry doctor,KB Toys,2001 Ford Econoline,58.7,159,
Thiago,Fernandes,Oral and maxillofacial surgeon,Adray,2011 Honda Ridgeline,95.7,168,
Beatrice,Sousa,Oral and maxillofacial surgeon,Play Town,2004 Holden Frontera,82.3,156,
Sofia,Rocha,Oral and maxillofacial surgeon,Team Designers and Associates,2002 Mitsubishi Diamante,64.6,164,
Thiago,Gomes,Oral hygienist,Earthworks Yard Maintenance,2006 Mahindra Bolero,103.2,176,
Isabelle,Almeida,Oral pathologist,Matrix Interior Design,2003 Suzuki Swift,64.2,166,
Bianca,Rocha,Oral pathologist,Ole's,1996 Mercury Villager,84,163,
Rafael,Santos,Oral radiologist,Magik Lamp,2002 Dodge Dakota,79.6,169,
Felipe,Dias,Oral surgeon,Holly Tree Inn,1992 Cadillac Eldorado,101.9,178,
Evelyn,Pinto,Order clerk,Clemens Markets,2012 Chevrolet Silverado,77.9,162,
Carolina,Dias,Order clerk,Hugh M. Woods,2003 Mazda Tribute,65.2,167,30.411-293
Douglas,Santos,Order processor,Big Bear Stores,2012 Acura ZDX,86.4,171,
Aline,Barbosa,Order processor,Dave Cooks,2009 Mitsubishi Colt,51.7,154,
Carla,Correia,Orderlie,Irving's Sporting Goods,2007 Pontiac Solstice,53.2,158,
Rafaela,Almeida,Orderlie,Kinney Shoes,2012 Citroen Berlingo,89.8,175,
Breno,Cunha,Orderlie,Skaggs-Alpha Beta,2000 Fiat Multipla,114.3,188,
Leonardo,Rocha,Organic chemist,Widdmann,2005 Honda Legend,73.9,175,
Victor,Rocha,Organizational development consultant,Fretter,1998 Dodge Caravan,79.3,174,
Kai,Pinto,Organizational development manager,Harvest Foods,2001 MG Rover,86,180,
Camila,Pinto,Organizational development manager,LaBelle's,2007 Volkswagen Touran,52.6,161,
Kauan,Alves,Orthodontist,Official All Star Cafe,2003 Holden Zafira,84.9,171,
Yasmin,Almeida,Orthodontist,Steve's Ice Cream,2005 Jaguar XK8,52.2,151,
Nicolash,Oliveira,Orthodontist,Wealth Zone Group,2009 Jaguar X-Type,69.4,177,
Rebeca,Correia,Orthotics technician,Casa Bonita,1999 Ford Ranger,74,156,
Guilherme,Araujo,Osteopathic physician,Century House,2009 Ford GT,106.4,185,
Alex,Pinto,Osteopathic surgeon,Pergament Home Centers,1998 Mitsubishi Eclipse,74.6,172,
Marcos,Ferreira,Otorhinolaryngology nurse,Big Wheel,2003 Volkswagen Sharan,96.5,173,
Paulo,Dias,Otorhinolaryngology nurse,Gas Zone,1999 AC Cobra,105.2,184,
Gabriela,Pinto,Otorhinolaryngology nurse,Paul's Record Hut,1994 BMW 730,68,161,
Ryan,Oliveira,Outdoor power equipment mechanic,Incluesiv,2011 Mercury Milan,89.7,174,
Evelyn,Rodrigues,Outdoor power equipment mechanic,Realty Solution,2010 Fiat Strada,103,154,
Thais,Martins,Outdoor power equipment mechanic,Solution Answers,2005 Chrysler Sebring,67.2,160,
Gabriela,Goncalves,Oxygen therapist,Ardan's,1999 Proton 300,55.4,153,
Giovana,Carvalho,Oxygen therapist,Body Fate,1997 Nissan Primera,63.7,158,
Clara,Martins,Packager,Payless Cashways,2000 Acura MDX,77.5,167,
Bruno,Carvalho,Packaging and filling machine operator,Tape World,2015 Audi S7,70.4,176,31.550-100
Sarah,Ferreira,Packaging and filling machine operator,Veramons,2006 Audi S3,98,171,72.879-353
Sarah,Barbosa,Packaging and filling machine tender,Al's Auto Parts,1998 Buick Regal,103.8,160,
Lavinia,Carvalho,Packaging and filling machine tender,Weatherill's,2003 TVR T 350,66.2,164,
Nicolas,Correia,Painting and coating worker,Solution Bridge,2000 Pontiac Piranha,103.3,177,
Joao,Cunha,Paleomagnetist,Netstars Matrix Design,1999 Peugeot 504,92.9,167,
Sarah,Oliveira,Paleomagnetist,Witmark,2010 Hyundai i20,61.5,163,
Guilherme,Pereira,Paleontologist,Copeland Sports,2004 Chevrolet Suburban,84.3,162,
Douglas,Ferreira,Paleontologist,Perisolution,2000 Volvo S40,104.3,184,
Manuela,Castro,Palliative care nurse,Gottschalks,1996 Citroen Berlingo,61.9,170,
Vitoria,Goncalves,Pamphlet binding worker,ManCharm,2002 Land Rover Discovery,82.6,159,
Danilo,Alves,Paper goods machine setter,Magna Architectural Design,2011 Smart ForTwo,68.3,189,
Bruno,Alves,Paper goods operator,Food Fair,2000 Opel Zafira,87.1,185,
Isabelle,Goncalves,Paper goods operator,HouseWorks!,1995 Subaru Vivio,61.7,156,
Davi,Cardoso,Paper goods operator,Magna Wealth,2015 Chevrolet Impala Limited,58.6,189,
Bruno,Goncalves,Paper goods operator,The Lawn Guru,1995 Lincoln Mark VIII,89.9,177,31.980-620
Lucas,Carvalho,Paper goods operator,Wherehouse Music,2010 Peugeot 5008,77.9,169,
Igor,Cunha,Paralegal,Orion,1998 Lada Samara II,78.5,187,
Clara,Alves,Paramedic,Baltimore Markets,2005 Suzuki Jimny,68.8,153,
Mateus,Martins,Paramedic,Media Play,1998 Mitsubishi Eclipse,84.2,176,
Bruna,Oliveira,Paraprofessional,Crafts & More,1995 Toyota Lexcen,83.2,170,
Gabriela,Santos,Paratransit driver,Chatham,1993 BMW 518,75,165,
Vinicius,Silva,Park naturalist,Infinity Investment Plan,2012 Ford Falcon,72.6,173,04.709-111
Leila,Correia,Parking lot attendant,Geri's Hamburgers,2012 Lotus Exige,76.2,155,
Vitor,Alves,Parole officer,Cut Above,1996 Ford Saetta,109.9,181,
Kauan,Almeida,Passenger booking clerk,Childs Restaurants,2000 Honda HR-V,83.6,183,
Kaua,Rodrigues,Passenger booking clerk,Reliable Garden Management,2011 Nissan 370Z,65.8,177,31.320-070
Douglas,Martins,Passenger rate clerk,Plan Smart Partner,2007 Mitsubishi Lancer,64.4,182,
Enzo,Sousa,Passenger rate clerk,Webcom Business Services,1994 Kia Sephia,88.4,190,
Camila,Rocha,Passenger service agent,Grass Roots Yard Services,1996 Daewoo Prince,70.7,154,
Clara,Goncalves,Passenger service agent,Listenin' Booth,2015 Ford Transit Wagon,93.7,173,
Carlos,Lima,Patient representative,Source Club,2003 Mazda 6,94,187,
Otavio,Santos,Patient representative,The Wall,2009 Peugeot 4007,87.6,178,
Otavio,Azevedo,Patternmaker,Las Vegas Yard Management,2004 Mahindra Scorpio,100.5,182,
Jose,Barros,Patternmaker,Monk Home Funding Services,2006 Jaguar S-Type,93.9,173,
Douglas,Fernandes,Paving equipment operator,MVP Sports,2009 Chevrolet Avalanche,84.8,172,
Kaua,Araujo,Paving equipment operator,Ulbrich's,2008 Jaguar XK8,99.7,185,
Larissa,Pinto,Paymaster,The Happy Bear,1994 Infiniti Q45,85.5,153,
Ryan,Santos,Payroll and benefits specialist,Just For Fun,2008 Ferrari 360,76.6,179,
Isabelle,Alves,Payroll and benefits specialist,Pantry Pride,2008 Volvo S40,63.9,157,
Livia,Castro,Payroll bookkeeper,Integra Investment Plan,2012 Toyota 4Runner,88.4,154,
Tania,Fernandes,Payroll clerk,First Choice Yard Help,2001 Daihatsu Terios,94.9,155,
Vitor,Azevedo,Payroll coordinator,Harold's,2011 Alpina D3,65.4,183,
Kaua,Castro,Payroll representative,Wells & Wade,1996 Ginetta G33,106.7,165,
Diogo,Dias,PBX installer,Beasts of Beauty,2010 BMW 325,83.6,185,
Leticia,Cardoso,Pediatric dentist,Bay Furniture,1993 Zagato Hyena,72.9,172,
Sophia,Araujo,Pediatric nurse,Integra Design,2003 Mazda MX-5 Miata,88.1,162,
Camila,Barros,Pedicurist,Wetson's,2011 Mini Cooper Clubman,87.7,166,
Kauan,Martins,Perianesthesia nurse,Buehler Foods,2011 Seat Altea,75.4,188,
Lavinia,Castro,Perianesthesia nurse,David Weis,2009 Tata B-Line,103.8,169,
